N mean
1.52056315146412890e+00
8.51855965960704009e-01
1.01766986773240853e+00
1.11208242590636130e+00
1.23665435548715963e+00
9.62654314219324903e-01
8.25942021780088131e-01
8.85785367112041033e-01
7.68845229922876849e-01
7.58151693669218307e-01
7.28518917479878514e-01
7.41693405547036444e-01
6.91898021918458950e-01
6.81062643966200976e-01
7.59437746070063424e-01
8.21259462191378353e-01
8.26310975231868028e-01
8.44398742624433596e-01
7.69683422805642947e-01
7.72244583103919635e-01
6.90180636997684838e-01
6.46475167674572360e-01
5.92789061704289022e-01
6.26944945078317439e-01
5.80668637985674918e-01
5.66136505091554776e-01
5.22552610100918136e-01
4.79833817100074944e-01
5.32142083890095652e-01
5.02896371624849903e-01
5.04054462321248065e-01
5.35719532376141006e-01
5.44877107085560475e-01
5.25559981968103607e-01
5.36619891143559458e-01
5.37626604450692658e-01
5.36089370843165325e-01
5.72463994548627064e-01
5.54645696053510440e-01
5.73631380986716288e-01
5.73792443344113834e-01
5.91315040141291215e-01
5.82230640748947925e-01
6.07056952459552490e-01
5.90232225471905236e-01
5.78648373652834946e-01
5.96616994639511788e-01
6.20793295207337059e-01
5.91986612217304420e-01
6.17106504494839503e-01
6.16339436772711302e-01
5.90220746518788641e-01
5.71096610508684543e-01
5.78848169221937714e-01
5.98699980829660361e-01
5.88842459846015021e-01
5.64345468662153849e-01
5.38409670005807417e-01
5.35607899528129927e-01
5.13169226452321436e-01
5.00081859830591280e-01
5.22853158785517746e-01
5.41643175637405050e-01
5.57441866022973298e-01
5.45788871901513040e-01
5.46902389329770422e-01
5.40614606341522141e-01
5.51498894617385660e-01
5.51297549658006480e-01
5.57752888696552374e-01
5.58274950862544306e-01
5.38268924184734598e-01
5.35181853850488887e-01
5.52213249997813516e-01
5.68749465145519828e-01
5.76566669935673626e-01
5.67168144470927227e-01
5.75481411140600585e-01
5.79841601502053106e-01
5.73370406973814029e-01
5.79422428749439833e-01
5.66233405215479269e-01
5.63270515788927062e-01
5.76091410943615823e-01
5.86815079991208854e-01
5.79887130096675585e-01
5.69622962085579498e-01
5.82242215286333575e-01
5.76274106526435625e-01
5.81648946731187944e-01
5.95800109500422836e-01
5.97649243088235416e-01
6.01673575082912304e-01
6.12039058090423915e-01
6.08951065463113839e-01
